base_mof_id,mof_name,source,cif_path,formula,open_metal_site,has_functional_group,formation_energy_eV_atom_proxy,pore_volume_cm3_g,void_fraction,gravimetric_surface_area_m2_g,volumetric_surface_area_m2_cm3,lcd_A,pld_A,density_g_cm3,nsites,nelements,mean_atomic_number,mean_atomic_radius_A,mean_electronegativity_diff,metal_fraction
finetune_000062,MgPHCO6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000062.cif,MgPHCO6,False,False,-0.3514950327118205,0.09183493617924217,0.13499857555114858,2.705562218012952e+25,3.977212384444526e+25,1.9888527039069894,1.2,1.4700132778190231,40,5,8.2,0.7050000000000001,0.6865974075103983,0.1
finetune_000063,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000063.cif,EuHC6N2O5,False,False,-0.27288817714981606,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000064,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000064.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000065,MnHC3N3Cl,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000065.cif,MnHC3N3Cl,False,False,-0.3158415251168576,0.24213078848637803,0.28296294032432157,3.665584283877443e+25,4.283736543611582e+25,4.435337482107187,2.4394356151589527,1.168636760707698,54,5,9.11111111111111,0.7444444444444445,0.586890108964191,0.1111111111111111
finetune_000066,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000066.cif,ZnHC4O3,False,False,-0.2677312773291185,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000067,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000067.cif,CuHC4O3,False,False,-0.20597854636990207,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000068,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000068.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000069,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000069.cif,CuHC4O3,False,False,-0.20597854636990207,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000070,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000070.cif,ZnHC4O3,False,False,-0.2677312773291185,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000071,YH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000071.cif,YH4(CO2)4,False,False,-0.2927306989086387,0.02906006822972668,0.05,1.224155585179548e+25,2.1062503630451072e+25,1.5,1.2,1.7205740745251605,34,4,7.705882352941177,0.6117647058823531,0.7949017234853627,0.058823529411764705
finetune_000072,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000072.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000073,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000073.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000074,LaC12(ClO)6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000074.cif,LaC12(ClO)6,False,False,-0.5688211219557444,0.027855608691282376,0.05,5.564325439575443e+24,9.987800843348366e+24,1.9871936116040632,1.2,1.7949706486093728,50,4,11.16,0.7979999999999999,0.9036142705823099,0.04
finetune_000075,PrH4(C3O4)2,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000075.cif,PrH4(C3O4)2,False,False,-0.2932541461957817,0.026923411635638637,0.05,6.362688521709699e+24,1.1816274638254576e+25,2.2767644146902857,1.2522204280796572,1.8571197690940024,57,4,8.578947368421053,0.6236842105263158,0.8272544953035915,0.05263157894736842
finetune_000076,CrH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000076.cif,CrH5C8O5,False,False,-0.1996028447800176,0.17789152380917048,0.18534084844974164,5.2356922155067925e+25,5.454940272953646e+25,2.9326498508797854,1.6129574179838821,1.0418756581598696,38,4,6.157894736842105,0.5921052631578949,0.647316576336494,0.05263157894736842
finetune_000077,LaC12(ClO)6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000077.cif,LaC12(ClO)6,False,False,-0.5688211219557444,0.027855608691282376,0.05,5.564325439575443e+24,9.987800843348366e+24,1.9871936116040632,1.2,1.7949706486093728,50,4,11.16,0.7979999999999999,0.9036142705823099,0.04
finetune_000078,ZnCrH18C14(N2O)2,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000078.cif,ZnCrH18C14(N2O)2,False,False,-0.47606208845416387,0.09604547402800646,0.10185166600708184,3.4245074118772756e+25,3.6315275517469388e+25,2.2145268798608373,1.2179897839234606,1.0604525308228716,40,6,5.0,0.52125,0.6658995586589784,0.05
finetune_000079,MgPHCO6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000079.cif,MgPHCO6,False,False,-0.3514950327118205,0.09183493617924217,0.13499857555114858,2.705562218012952e+25,3.977212384444526e+25,1.9888527039069894,1.2,1.4700132778190231,40,5,8.2,0.7050000000000001,0.6865974075103983,0.1
finetune_000080,LaC12(ClO)6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000080.cif,LaC12(ClO)6,False,False,-0.5688211219557444,0.027855608691282376,0.05,5.564325439575443e+24,9.987800843348366e+24,1.9871936116040632,1.2,1.7949706486093728,50,4,11.16,0.7979999999999999,0.9036142705823099,0.04
finetune_000081,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000081.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000082,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000082.cif,CuHC4O3,False,False,-0.20597854636990207,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000083,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000083.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000084,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000084.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000085,ZnH3(CO2)3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000085.cif,ZnH3(CO2)3,False,False,-0.24269095618386277,0.052105398663349865,0.07953073960619306,1.3063331714848035e+25,1.993913221383093e+25,2.354517765567317,1.2949847710620246,1.5263435583716922,52,4,7.615384615384615,0.6000000000000001,0.6504229393248673,0.07692307692307693
finetune_000086,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000086.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000087,FeHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000087.cif,FeHC4O3,False,False,-0.29345957025858943,0.2132917425616269,0.24421624944712994,3.5062473095194724e+25,4.014607210204248e+25,3.3668647255100255,1.8517755990305143,1.1449868921979853,54,4,8.333333333333334,0.6944444444444445,0.5968458762528228,0.1111111111111111
finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000088.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000089.cif,EuHC6N2O5,False,False,-0.27288817714981606,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000090.cif,ErH4(CO2)4,False,False,-0.2729219457086594,0.023600667038622233,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.1185841873950237,34,4,9.411764705882353,0.6088235294117648,0.7877935960643498,0.058823529411764705
finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000091.cif,ZnHC4O3,False,False,-0.2677312773291185,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000092.cif,AlH5C8O5,False,False,-0.21645545912214337,0.21360919249904964,0.20169697092847594,6.382617227450461e+25,6.026681465866189e+25,2.988357040731488,1.6435963724023186,0.9442335723888536,38,4,5.578947368421052,0.5842105263157897,0.6629856710367125,0.05263157894736842
finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000093.cif,EuHC6N2O5,False,False,-0.27288817714981606,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000094.cif,CuHC4O3,False,False,-0.21778492960460177,0.14987242595586403,0.19636881349759072,2.684101402433429e+25,3.516816414637138e+25,2.7735832734284385,1.5254708003856412,1.3102397738955625,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000095,Cd3H8(C6O5)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000095.cif,Cd3H8(C6O5)4,False,False,-0.27154193232315904,0.029379047387483478,0.05,6.906213466629339e+24,1.1753637508293807e+25,2.1092829231755514,1.2,1.7018931669412054,55,4,8.290909090909091,0.6445454545454548,0.6380830666927308,0.05454545454545454
finetune_000096,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000096.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000097,GdH6(C2O3)3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000097.cif,GdH6(C2O3)3,False,False,-0.3993625648712235,0.022590590422429595,0.05,8.679646910925667e+24,1.921075710864971e+25,1.5,1.2,2.2133108991412787,44,4,8.090909090909092,0.5863636363636364,0.8020403668145388,0.045454545454545456
finetune_000098,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000098.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000099,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000099.cif,CuHC4O3,False,False,-0.20597854636990207,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000100,Ag(C3N2)2,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000100.cif,Ag(C3N2)2,False,False,-0.23731476570658652,0.17506585142667108,0.2334607825666004,3.2578159210237525e+25,4.344492362056756e+25,3.59194373561157,1.9755690545863636,1.3335598042910666,44,3,10.090909090909092,0.7636363636363636,0.45419036635411913,0.09090909090909091
finetune_000101,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000101.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000102,NiH9C11(NO)2,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000102.cif,NiH9C11(NO)2,False,False,-0.4316147466124268,0.11050820778470832,0.11439936982589449,2.8987157079593816e+25,3.0007838959891437e+25,2.7487932508246935,1.5118362879535816,1.035211520657062,50,5,5.32,0.552,0.5538736317970011,0.04
finetune_000103,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000103.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000104,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000104.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000105,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000105.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000106,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000106.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000107,ZnCrH18C14(N2O)2,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000107.cif,ZnCrH18C14(N2O)2,False,False,-0.47606208845416387,0.09604547402800646,0.10185166600708184,3.4245074118772756e+25,3.6315275517469388e+25,2.2145268798608373,1.2179897839234606,1.0604525308228716,40,6,5.0,0.52125,0.6658995586589784,0.05
finetune_000108,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000108.cif,ErH4(CO2)4,False,False,-0.2729219457086594,0.023600667038622233,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.1185841873950237,34,4,9.411764705882353,0.6088235294117648,0.7877935960643498,0.058823529411764705
finetune_000109,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000109.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000110,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000110.cif,ZnHC4O3,False,False,-0.2677312773291185,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000111,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000111.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
finetune_000112,FeH3(CO2)3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000112.cif,FeH3(CO2)3,False,False,-0.24564512930196405,0.04182254577722779,0.06150666533011828,1.060893698679908e+25,1.5602119015687923e+25,2.064892740520459,1.2,1.4706580909191904,52,4,7.3076923076923075,0.6038461538461539,0.5968458762528228,0.07692307692307693
finetune_000113,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000113.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000114,ZnH3(CO2)3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000114.cif,ZnH3(CO2)3,False,False,-0.24269095618386277,0.052105398663349865,0.07953073960619306,1.3063331714848035e+25,1.993913221383093e+25,2.354517765567317,1.2949847710620246,1.5263435583716922,52,4,7.615384615384615,0.6000000000000001,0.6504229393248673,0.07692307692307693
finetune_000115,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000115.cif,ZnHC4O3,False,False,-0.2677312773291185,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000116,Fe5H8C4N20OF7,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000116.cif,Fe5H8C4N20OF7,False,False,-0.3714816346717107,0.027216813967264913,0.05,8.614467119214068e+24,1.5825634715318147e+25,1.5,1.2,1.8370996715536807,45,6,8.28888888888889,0.6422222222222221,0.7318242047559417,0.1111111111111111
finetune_000117,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000117.cif,EuHC6N2O5,False,False,-0.27288817714981606,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000118,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000118.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000119,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000119.cif,CuHC4O3,False,False,-0.20597854636990207,0.14306361389834307,0.18913494331402203,2.5852239851953995e+25,3.417753673141659e+25,2.7268008935398664,1.4997404914469266,1.3220338712288924,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000120,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000120.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000121,LaC12(ClO)6,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000121.cif,LaC12(ClO)6,False,False,-0.5688211219557444,0.027855608691282376,0.05,5.564325439575443e+24,9.987800843348366e+24,1.9871936116040632,1.2,1.7949706486093728,50,4,11.16,0.7979999999999999,0.9036142705823099,0.04
finetune_000122,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000122.cif,CoHC4O3,False,False,-0.30168744698035965,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000123,Ho(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/cif/finetune_000123.cif,Ho(CO2)4,False,False,-0.4785943460144064,0.14997836171222506,0.25281674030478984,2.4414133620380375e+25,4.115461463109865e+25,4.837021143375599,2.6603616288565797,1.6856881047273249,52,3,11.923076923076923,0.7192307692307693,0.9079035680560402,0.07692307692307693
