sample_id,base_mof_id,mof_name,source,cif_path,formula,is_augmented,defect_fraction,n_removed,metal_substituted_to,functional_group,noise_sigma_A,augmentation_ops,open_metal_site,has_functional_group,pore_volume_cm3_g,void_fraction,gravimetric_surface_area_m2_g,volumetric_surface_area_m2_cm3,lcd_A,pld_A,density_g_cm3,nsites,nelements,mean_atomic_number,mean_atomic_radius_A,mean_electronegativity_diff,metal_fraction
finetune_000087_v04,finetune_000087,FeHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000087_v04.cif,Fe3H3C14O9,True,0.0,0,,-CH3,0.1404032197325008,"substitution,functional,noise",False,True,0.15132793999084299,0.18234266751095995,2.487640525018036e+25,2.9974835391772437e+25,2.909260033966289,1.600093018681459,1.204950437586038,58,4,8.172413793103448,0.6948275862068966,0.5968458762528228,0.10344827586206896
finetune_000087_v05,finetune_000087,FeHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000087_v05.cif,Fe3H3C12N2O9,True,0.0,0,,-NH2,0.03453169783619409,"functional,substitution,noise",False,True,0.1624132135213938,0.1973183286385497,2.669868444509814e+25,3.2436645253995097e+25,3.026370556218682,1.664503805920275,1.214915488465217,58,5,8.241379310344827,0.6913793103448275,0.5751312893592209,0.10344827586206896
finetune_000087_v06,finetune_000087,FeHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000087_v06.cif,Fe6H6C22O17,True,0.07416802678905426,3,,,0.13595560626646835,"defect,noise",False,False,0.2613702937544164,0.2862098356539743,4.2965980691913135e+25,4.7049288180005745e+25,3.6448584429365183,2.0046721436150854,1.0950358265384863,51,4,8.431372549019608,0.6960784313725492,0.5968458762528228,0.11764705882352941
finetune_000088_v00,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v00.cif,CoHC4O3,False,0.0,0,,,0.0,none,False,False,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000088_v01,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v01.cif,CoHC4O3,True,0.0,0,,,0.0504919761293698,noise,False,False,0.20272234461597277,0.24081560498963828,3.3889723538711354e+25,4.025789210541387e+25,3.325674945771934,1.8291212201745637,1.1879085428191327,54,4,8.444444444444445,0.688888888888889,0.5829397481729994,0.1111111111111111
finetune_000088_v02,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v02.cif,Co6H6(C4O3)5,True,0.14854280768697425,7,,,0.1333340132908345,"defect,noise",False,False,0.3165744483189362,0.337470189976636,5.292273307746408e+25,5.64159390644867e+25,3.9369073434391946,2.165299038891557,1.066005774530003,47,4,8.680851063829786,0.693617021276596,0.5829397481729994,0.1276595744680851
finetune_000088_v03,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v03.cif,Co3H3C13O8,True,0.08052388240536507,3,,-CH3,0.12379262805110174,"defect,functional,noise",False,True,0.19684686066951892,0.23184288633387617,3.290750065164551e+25,3.875789487910684e+25,3.263129978122243,1.7947214879672337,1.177783001188478,54,4,8.37037037037037,0.6925925925925929,0.5829397481729994,0.1111111111111111
finetune_000088_v04,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v04.cif,ZnHC4O3,True,0.0,0,Zn,,0.08318340107930217,"substitution,noise",False,False,0.19276892384325992,0.23849875153357314,3.2225779295708914e+25,3.987057652234633e+25,3.3096383529431552,1.8203010941187354,1.2372261398704287,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000088_v05,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v05.cif,Co3H3C12N2O9,True,0.0,0,,-NH2,0.12087241298069278,"functional,noise",False,True,0.15339122571188762,0.1931229509005108,2.56428872825416e+25,3.228496309766317e+25,2.9782039138781222,1.6380121526329674,1.2590221507405557,58,5,8.344827586206897,0.6862068965517241,0.5617259118110896,0.10344827586206896
finetune_000088_v06,finetune_000088,CoHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000088_v06.cif,NiHC4O3,True,0.0,0,Ni,,0.13554341790997926,"substitution,noise",False,False,0.20877834443344895,0.24762830795697666,3.4902123824203038e+25,4.139679280504727e+25,3.372388741022685,1.854813807562477,1.186082343113472,54,4,8.555555555555555,0.688888888888889,0.5748260606479145,0.1111111111111111
finetune_000089_v00,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v00.cif,EuHC6N2O5,False,0.0,0,,,0.0,none,False,False,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000089_v01,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v01.cif,EuHC6N3O5,True,0.0,0,,-NH2,0.037796320521849586,"noise,functional",False,True,0.025586976219699485,0.05,6.325023700659027e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.954119141342886,48,5,10.0625,0.703125,0.768988946604566,0.0625
finetune_000089_v02,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v02.cif,EuHC6N3O5,True,0.0,0,,-NH2,0.09676085834232688,"noise,functional",False,True,0.025586976219699485,0.05,6.325023700659027e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.954119141342886,48,5,10.0625,0.703125,0.768988946604566,0.0625
finetune_000089_v03,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v03.cif,Eu3H2C17N4O15,True,0.15519114817222035,6,,-CH3,0.05587174083106261,"defect,functional,noise",False,True,0.04877806071195492,0.08771472111091938,1.2057790159579992e+25,2.1682815709037218e+25,2.886440772092104,1.5875424246506573,1.798241254995641,41,5,10.75609756097561,0.7207317073170731,0.768988946604566,0.07317073170731707
finetune_000089_v04,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v04.cif,Eu3H3C16N5O13,True,0.12364129689224591,5,,,0.06079175781433839,"defect,noise",False,False,0.06898426122235006,0.12029625417690559,1.7052702259827324e+25,2.9736872862047256e+25,3.380278313927177,1.8591530726599474,1.743821736224249,40,5,10.675,0.71375,0.768988946604566,0.075
finetune_000089_v05,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v05.cif,EuHC7N2O5,True,0.0,0,,-CH3,0.03821455911720949,"substitution,functional,noise",False,True,0.025734985299394563,0.05,6.361611100785789e+24,1.235984988290522e+25,2.179271850871295,1.2,1.9428804570242475,48,5,10.0,0.7062499999999999,0.768988946604566,0.0625
finetune_000089_v06,finetune_000089,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000089_v06.cif,EuHC6N3O5,True,0.0,0,,-NH2,0.11261179297659606,"functional,noise",False,True,0.025586976219699485,0.05,6.325023700659027e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.954119141342886,48,5,10.0625,0.703125,0.768988946604566,0.0625
finetune_000090_v00,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v00.cif,ErH4(CO2)4,False,0.0,0,,,0.0,none,False,False,0.023600667038622233,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.1185841873950237,34,4,9.411764705882353,0.6088235294117648,0.7877935960643498,0.058823529411764705
finetune_000090_v01,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v01.cif,ErH4(CO2)4,True,0.0,0,,,0.04444447999213611,noise,False,False,0.023600667038622233,0.05,9.4800095235009e+24,2.008419827284324e+25,1.5,1.2,2.1185841873950237,34,4,9.411764705882353,0.6088235294117648,0.7877935960643498,0.058823529411764705
finetune_000090_v02,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v02.cif,Er2H7C6NO15,True,0.14729716072124754,4,,-NH2,0.04773850305124221,"noise,functional,defect",False,True,0.040687768212674974,0.08284728143605857,1.6343624081257054e+25,3.32784245345569e+25,1.9065994120810383,1.2,2.0361716819417524,31,5,9.870967741935484,0.6161290322580647,0.7556612997897934,0.06451612903225806
finetune_000090_v03,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v03.cif,Er2H8(C3O5)3,True,0.039231540002041904,1,,-CH3,0.08791019996278887,"functional,noise,defect",False,True,0.023736963882914342,0.05,9.53475778039541e+24,2.0084198272843235e+25,1.5,1.2,2.1064193486004146,34,4,9.352941176470589,0.611764705882353,0.7877935960643498,0.058823529411764705
finetune_000090_v04,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v04.cif,Er2H7C7O13,True,0.16454134371280513,5,,,0.08866809743828424,"defect,noise",False,False,0.06609800321729764,0.1277339599639763,2.6550508041104715e+25,5.130868356183839e+25,2.3674101861123127,1.302075602361772,1.9324934755449423,29,4,9.96551724137931,0.6189655172413794,0.7877935960643498,0.06896551724137931
finetune_000090_v05,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v05.cif,Er2H8C9O16,True,0.0,0,,-CH3,0.030444454642930878,"functional,noise",False,True,0.02319954452656024,0.05,9.318885042221818e+24,2.008419827284324e+25,1.5,1.2,2.155214725994167,35,4,9.314285714285715,0.6114285714285715,0.7877935960643498,0.05714285714285714
finetune_000090_v06,finetune_000090,ErH4(CO2)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000090_v06.cif,Er2H8C7O16,True,0.061509321037793316,1,,,0.0633595626614933,"defect,noise",False,False,0.024015904498603052,0.05,9.646803753032231e+24,2.008419827284324e+25,1.5,1.2,2.0819536487958796,33,4,9.515151515151516,0.6060606060606061,0.7877935960643498,0.06060606060606061
finetune_000091_v00,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v00.cif,ZnHC4O3,False,0.0,0,,,0.0,none,False,False,0.20687860416176837,0.2515640963015523,3.3991159257691533e+25,4.133320260715269e+25,3.442719217267522,1.8934955694971374,1.2159986158106626,54,4,8.777777777777779,0.688888888888889,0.6504229393248673,0.1111111111111111
finetune_000091_v01,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v01.cif,Zn3H3C12N2O9,True,0.0,0,,-NH2,0.038382877869856245,"functional,noise",False,True,0.15918110193565163,0.20468972185389522,2.615422802484996e+25,3.363151526538636e+25,3.105455374260989,1.708000455843544,1.2858921025477024,58,5,8.655172413793103,0.6862068965517241,0.6263098274815748,0.10344827586206896
finetune_000091_v02,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v02.cif,Zn3H3C12N2O9,True,0.0,0,,-NH2,0.11034957901257429,"functional,noise",False,True,0.15918110193565163,0.20468972185389522,2.615422802484996e+25,3.363151526538636e+25,3.105455374260989,1.708000455843544,1.2858921025477024,58,5,8.655172413793103,0.6862068965517241,0.6263098274815748,0.10344827586206896
finetune_000091_v03,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v03.cif,Zn6H5C21N3O16,True,0.1426761260975619,7,,-NH2,0.10980884960770008,"functional,defect,noise",False,True,0.2445089842832526,0.2890811900745439,4.017401344321499e+25,4.749744329550501e+25,3.6905168436741134,2.0297842640207624,1.1822927117461517,51,5,9.019607843137255,0.6980392156862744,0.6263098274815748,0.11764705882352941
finetune_000091_v04,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v04.cif,Zn6H6C25O17,True,0.08192898789819804,3,,-CH3,0.03406817765474241,"defect,functional,noise",False,True,0.20408759409379945,0.24715471101867748,3.3532582750495215e+25,4.060871919338447e+25,3.4124140492722503,1.8768277270997378,1.2110227087349767,54,4,8.74074074074074,0.690740740740741,0.6504229393248673,0.1111111111111111
finetune_000091_v05,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v05.cif,Zn6H6(C4O3)5,True,0.1658188491728319,7,,,0.08274544118053742,"defect,noise",False,False,0.31615064367916557,0.3465603445769502,5.1945085970887225e+25,5.69415474966383e+25,4.040793977466476,2.222436687606562,1.0961873761947638,47,4,9.063829787234043,0.693617021276596,0.6504229393248673,0.1276595744680851
finetune_000091_v06,finetune_000091,ZnHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000091_v06.cif,Zn6H5C25O18,True,0.07362125303970017,3,,-CH3,0.13487479858879312,"noise,defect,functional",False,True,0.1954030784449346,0.24029196651258866,3.210567465773928e+25,3.948113694583168e+25,3.364704280481346,1.8505873542647404,1.2297245694637504,54,4,8.87037037037037,0.6972222222222224,0.6504229393248673,0.1111111111111111
finetune_000092_v00,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v00.cif,AlH5C8O5,False,0.0,0,,,0.0,none,False,False,0.21360919249904964,0.20169697092847594,6.382617227450461e+25,6.026681465866189e+25,2.988357040731488,1.6435963724023186,0.9442335723888536,38,4,5.578947368421052,0.5842105263157897,0.6629856710367125,0.05263157894736842
finetune_000092_v01,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v01.cif,CrH5C8O5,True,0.0,0,Cr,,0.09336002543127854,"substitution,noise",False,False,0.163502598924283,0.1729420332696997,4.885438179968284e+25,5.167487353815108e+25,2.7671523900052515,1.5219338145028884,1.0577326257045494,38,4,6.157894736842105,0.5921052631578949,0.647316576336494,0.05263157894736842
finetune_000092_v02,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v02.cif,AlH5C8O5,True,0.0,0,,,0.11598348326844131,noise,False,False,0.21360919249904964,0.20169697092847594,6.382617227450461e+25,6.026681465866189e+25,2.988357040731488,1.6435963724023186,0.9442335723888536,38,4,5.578947368421052,0.5842105263157897,0.6629856710367125,0.05263157894736842
finetune_000092_v03,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v03.cif,Al2H8C16NO8,True,0.1423719547754562,5,,-NH2,0.10071820408816123,"functional,defect,noise",False,True,0.26235397680484723,0.23581484537893627,7.839105576190064e+25,7.046119490437482e+25,3.2312336843041383,1.7771785263672761,0.8988422750471506,35,5,5.742857142857143,0.6042857142857143,0.6382287990995078,0.05714285714285714
finetune_000092_v04,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v04.cif,AlH5C8O5,True,0.0,0,,,0.04663522159330441,noise,False,False,0.21360919249904964,0.20169697092847594,6.382617227450461e+25,6.026681465866189e+25,2.988357040731488,1.6435963724023186,0.9442335723888536,38,4,5.578947368421052,0.5842105263157897,0.6629856710367125,0.05263157894736842
finetune_000092_v05,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v05.cif,Al2H9C17O9,True,0.10695354356965539,3,,-CH3,0.044291466379488595,"defect,functional,noise",False,True,0.21577417698750928,0.20129527587942475,6.447306706079838e+25,6.0146788656491275e+25,2.9853797860538718,1.6419588823296296,0.9328978967259707,37,4,5.648648648648648,0.5959459459459461,0.6629856710367125,0.05405405405405406
finetune_000092_v06,finetune_000092,AlH5C8O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000092_v06.cif,FeH5C8NO5,True,0.0,0,Fe,-NH2,0.12660913059871184,"functional,substitution,noise",False,True,0.11697576200785201,0.1332060536487214,3.4952218350283936e+25,3.980181015958864e+25,2.428537296570006,1.3356955131135033,1.13874918497885,40,5,6.3,0.595,0.5751312893592209,0.05
finetune_000093_v00,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v00.cif,EuHC6N2O5,False,0.0,0,,,0.0,none,False,False,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000093_v01,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v01.cif,Eu3H3C16N9O13,True,0.09556850861093708,4,,-NH2,0.08338032873196913,"noise,functional,defect",False,True,0.02704198588698277,0.05,6.684697721974971e+24,1.2359849882905218e+25,2.179271850871295,1.2,1.8489766324472698,44,5,10.340909090909092,0.7079545454545454,0.768988946604566,0.06818181818181818
finetune_000093_v02,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v02.cif,EuHC6N3O5,True,0.0,0,,-NH2,0.13320281913667714,"noise,functional",False,True,0.025586976219699485,0.05,6.325023700659027e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.954119141342886,48,5,10.0625,0.703125,0.768988946604566,0.0625
finetune_000093_v03,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v03.cif,EuHC6N2O5,True,0.0,0,,,0.09668146382759485,"substitution,noise",False,False,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000093_v04,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v04.cif,EuHC6N3O5,True,0.0,0,,-NH2,0.08741571099502916,"functional,noise",False,True,0.025586976219699485,0.05,6.325023700659027e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.954119141342886,48,5,10.0625,0.703125,0.768988946604566,0.0625
finetune_000093_v05,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v05.cif,Eu3H3C18(N3O7)2,True,0.04486590470174703,1,,,0.07979139966455409,"noise,defect,substitution",False,False,0.027096978085739364,0.05,6.69829162840222e+24,1.2359849882905222e+25,2.179271850871295,1.2,1.8452242106773549,44,5,10.318181818181818,0.7090909090909091,0.768988946604566,0.06818181818181818
finetune_000093_v06,finetune_000093,EuHC6N2O5,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000093_v06.cif,EuHC6N2O5,True,0.0,0,,,0.047734541618811646,noise,False,False,0.026663069368171966,0.05,6.59103069616188e+24,1.235984988290522e+25,2.179271850871295,1.2,1.8752529691756201,45,5,10.266666666666667,0.7066666666666668,0.768988946604566,0.06666666666666667
finetune_000094_v00,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v00.cif,CuHC4O3,False,0.0,0,,,0.0,none,False,False,0.14987242595586403,0.19636881349759072,2.684101402433429e+25,3.516816414637138e+25,2.7735832734284385,1.5254708003856412,1.3102397738955625,54,4,8.666666666666666,0.688888888888889,0.577510822409416,0.1111111111111111
finetune_000094_v01,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v01.cif,Ni6H5C18O17,True,0.17047249751224716,8,Ni,,0.13049061086766328,"defect,substitution,noise",False,False,0.27116150714891984,0.3117087283965,4.856296793639114e+25,5.5824667526645225e+25,3.4944548478038584,1.9219501662921223,1.1495316266453406,46,4,9.065217391304348,0.698913043478261,0.5748260606479145,0.13043478260869565
finetune_000094_v02,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v02.cif,Cu6H5C20O17,True,0.13666976283967963,6,,,0.09415768855813227,"defect,noise",False,False,0.22949068852107374,0.2803885318823185,4.11000405829306e+25,5.02154580371717e+25,3.3142485495147933,1.8228367022331364,1.2217860937594027,48,4,9.0625,0.6989583333333332,0.577510822409416,0.125
finetune_000094_v03,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v03.cif,Zn3H3C12N2O9,True,0.0,0,Zn,-NH2,0.1491830209603992,"noise,functional,substitution",False,True,0.09496933109019791,0.133111228286793,1.7008286423710293e+25,2.3839210731761563e+25,2.2835593160994545,1.2559576238547001,1.4016233110073135,58,5,8.655172413793103,0.6862068965517241,0.6263098274815748,0.10344827586206896
finetune_000094_v04,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v04.cif,Cu6H5(C10O9)2,True,0.11256754008887676,5,,,0.08672630957723687,"defect,noise",False,False,0.21578903726139043,0.26834266815555496,3.8646178831696906e+25,4.805813526640068e+25,3.242274781808289,1.783251129994559,1.2435417088890623,49,4,9.040816326530612,0.696938775510204,0.577510822409416,0.12244897959183673
finetune_000094_v05,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v05.cif,Co3H3C14O9,True,0.0,0,Co,-CH3,0.04488687527972585,"functional,substitution,noise",False,True,0.08915094422717057,0.11927798582351434,1.5966257495483632e+25,2.1361781994682055e+25,2.161648619954924,1.2,1.3379329502060613,58,4,8.275862068965518,0.6896551724137931,0.5829397481729994,0.10344827586206896
finetune_000094_v06,finetune_000094,CuHC4O3,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000094_v06.cif,Cu3H3C12N2O9,True,0.0,0,,-NH2,0.08619305180161399,"noise,functional",False,True,0.10478449645954528,0.14527571184112076,1.8766108048666147e+25,2.6017777413378155e+25,2.3856210467525147,1.3120915757138831,1.3864237244028572,58,5,8.551724137931034,0.6862068965517241,0.5564746175702895,0.10344827586206896
finetune_000095_v00,finetune_000095,Cd3H8(C6O5)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000095_v00.cif,Cd3H8(C6O5)4,False,0.0,0,,,0.0,none,False,False,0.029379047387483478,0.05,6.906213466629339e+24,1.1753637508293807e+25,2.1092829231755514,1.2,1.7018931669412054,55,4,8.290909090909091,0.6445454545454548,0.6380830666927308,0.05454545454545454
finetune_000095_v01,finetune_000095,Cd3H8(C6O5)4,HF_COREMOF_GCMC,/home/rakeyma/Tüm_çalışmalar/MOF Radyoaktif Gaz Adsorpsiyonu/data/processed/augmented_cif/finetune_000095_v01.cif,Cd3H8(C6O5)4,True,0.0,0,,,0.11849840788573857,noise,False,False,0.029379047387483478,0.05,6.906213466629339e+24,1.1753637508293807e+25,2.1092829231755514,1.2,1.7018931669412054,55,4,8.290909090909091,0.6445454545454548,0.6380830666927308,0.05454545454545454
